,Electricity Price,Wind Power,Solar Power,HPP Power,Curtailed Power,Power PtG,Battery SOC,Battery Power,H2 produced
2404,35.778,352.4895095885502,0.0,49.216238626801555,0.0,300.0,41.50633348983551,-3.273270961748678,4714.213740458016
2405,35.778,352.0395735208845,0.0,48.76630255913585,0.0,300.0,44.71413903234922,-3.273270961748678,4714.213740458016
2406,33.61,352.38331030062676,0.0,49.110039338878096,0.0,300.0,47.921944574862934,-3.273270961748678,4714.213740458016
2407,33.998,355.0801280545255,0.0,51.80685709277685,0.0,300.0,51.12975011737664,-3.273270961748678,4714.213740458016
2408,32.75,358.3469787511121,0.7897569089093314,55.863464698272765,0.0,300.0,54.33755565989034,-3.273270961748678,4714.213740458016
2409,32.694,358.6939664292874,1.9805926692414968,57.40128813678024,0.0,300.0,57.54536120240405,-3.2732709617486773,4714.213740458016
2410,32.141,359.24340858567547,1.9495285283914223,57.9196661523182,0.0,300.0,60.75316674491776,-3.2732709617486773,4714.213740458016
2411,31.629,349.18990176464007,10.409372076887603,56.326002879779026,0.0,300.0,63.96097228743147,-3.273270961748679,4714.213740458016
2412,31.629,351.51805226034026,23.670407866316722,71.91518916490833,0.0,300.0,67.16877782994518,-3.2732709617486755,4714.213740458016
2413,32.401,344.40916394725883,56.17229320471069,97.30818619022085,0.0,300.0,70.3765833724589,-3.2732709617486755,4714.213740458016
2414,34.026,326.7548944731491,57.358844655880176,80.84046816728056,0.0,300.0,73.58438891497259,-3.273270961748679,4714.213740458016
2415,35.625,297.4318242814639,54.34338681960988,48.501940139325086,0.0,300.0,76.79219445748629,-3.273270961748679,4714.213740458016
2416,39.685,239.64615616717418,40.305765720214,0.0,0.0,279.95192188738815,80.0,0.0,4402.173915694606
